"uniqueid","highest_severity_rank","max_charge"
11736522,7,6
11736532,7,14
11736542,5,1
11736577,7,6
11736583,5,1
11736599,5,4
11736604,5,4
11736642,5,3
11736644,5,5
11736648,5,3
11736651,5,2
11736679,5,3
11736683,5,2
11736688,7,7
11736693,4,1
11736710,5,4
11736751,6,3
11736759,5,3
11736765,6,2
11736769,5,15
11736777,5,2
11736784,5,2
11736787,6,2
11736791,5,1
11736800,5,4
11736851,5,1
11736863,5,4
11736994,5,3
11737153,5,2
11737263,5,67
11737266,5,6
11737272,5,7
11737293,5,2
11737317,4,3
11737322,5,1
11737325,5,3
11737327,5,17
11737344,5,7
11737351,5,3
11737360,5,4
11737371,5,2
11737392,5,3
11737393,4,3
11737404,5,1
11737477,4,1
11737485,5,1
11737491,5,3
11737497,5,2
11737529,5,5
11737548,5,4
11737557,5,5
11737560,4,2
11737565,5,6
11737577,4,3
11737579,4,3
11737606,5,1
11737607,5,3
11737609,4,2
11737630,6,2
11737634,5,1
11737668,6,1
11737689,5,1
11737703,5,5
11737729,6,2
11737752,6,1
11737905,5,1
11737989,4,4
11737992,5,1
11738005,5,1
11738028,3,1
11738030,3,3
11738041,6,4
11738065,4,2
11738075,7,3
11738099,5,2
11738117,4,2
11738130,4,2
11738140,4,5
11738146,4,2
11738156,4,4
11738176,5,2
11738177,4,1
11738184,6,3
11738192,4,1
11738196,5,5
11738207,5,2
11738213,5,1
11738234,5,1
11738247,4,1
11738248,5,1
11738273,5,4
11738280,4,1
11738285,5,3
11738290,4,3
11738339,5,10
11738342,5,2
11738358,4,1
11738368,5,4
11738379,6,4
11738383,5,1
11738393,4,1
11738406,5,6
11738418,5,2
11738420,7,2
11738434,5,6
11738457,5,6
11738513,5,2
11738539,6,5
11739097,6,3
11739108,5,6
11739117,4,3
11739131,6,9
11739135,4,5
11739140,4,2
11739186,5,3
11739188,5,2
11739193,6,5
11739249,5,3
11739252,6,2
11739253,5,2
11739269,5,4
11739280,6,3
11739292,4,2
11739299,7,1
11739326,6,3
11739335,6,6
11739340,5,5
11739345,6,1
11739379,6,1
11739446,5,1
11739449,5,2
11739450,5,11
11739459,5,2
11739477,4,3
11739478,5,3
11739499,4,2
11739503,5,3
11739514,5,2
11739546,5,2
11739558,4,3
11739559,5,1
11739560,4,1
11739571,5,1
11739576,5,1
11739609,5,2
11739809,5,1
11739810,6,6
11739812,4,2
11739827,4,1
11739834,5,3
11739845,5,2
11739849,4,2
11739852,6,4
11739890,5,4
11739905,4,2
11739911,6,5
11739914,5,4
11739919,4,4
11739928,6,1
11739929,7,3
11739931,6,5
11739935,5,3
11739936,5,3
11739938,5,6
11739988,5,2
11739994,5,1
11739995,5,4
11740000,7,7
11740002,5,1
11740005,6,6
11740008,4,3
11740016,6,2
11740026,6,2
11740027,5,3
11740028,5,1
11740030,5,6
11740043,7,3
11740050,5,3
11740051,4,1
11740055,4,2
11740059,5,5
11740065,6,8
11740076,5,1
11740133,5,2
11740146,5,1
11740155,4,1
11740217,5,3
11740236,5,2
11740248,6,3
11740262,5,3
11740264,4,2
11740270,4,3
11740271,4,4
11740293,5,5
11740294,5,2
11740298,5,2
11740307,4,1
11740332,5,4
11740335,5,2
11740371,4,2
11740553,4,1
11740558,5,1
11741409,5,3
11741415,7,1
11741423,5,5
11741426,6,4
11741445,6,2
11741449,5,3
11741457,6,4
11741460,5,3
11741513,5,3
11741515,4,5
11741525,5,2
11741540,5,3
11741546,6,4
11741555,6,6
11741560,5,2
11741566,4,8
11741578,3,3
11741580,4,5
11741582,3,3
11741590,6,1
11741597,5,5
11741609,4,3
11741610,5,3
11741624,4,2
11741645,5,1
11741649,4,4
11741660,7,5
11741684,7,3
11741686,5,5
11741688,4,5
11741693,5,1
11741707,5,7
11741739,6,2
11741742,7,19
11741761,5,3
11741768,5,1
11741773,5,4
11741775,5,3
11741783,4,5
11741793,5,2
11741798,5,5
11741804,6,5
11741815,4,5
11741839,3,2
11741855,5,1
11742271,6,2
11742281,5,3
11742282,3,1
11742288,5,3
11742291,5,1
11742294,6,2
11742296,5,1
11742300,5,1
11742301,4,5
11742311,4,1
11742321,5,1
11742331,6,2
11742334,5,5
11742336,5,3
11742355,5,8
11742356,5,2
11742378,4,1
11742392,4,2
11742440,5,1
11742497,5,4
11742512,4,1
11742523,5,3
11742536,5,9
11742554,6,4
11742559,5,2
11742579,5,4
11742586,5,2
11742597,6,4
11742632,5,3
11742634,5,2
11742677,5,2
11742685,5,1
11742992,6,2
11742995,6,3
11743005,4,2
11743007,5,1
11743021,3,1
11743028,5,8
11743031,6,10
11743040,6,7
11743056,5,1
11743057,4,5
11743082,5,5
11743083,6,2
11743095,4,2
11743104,5,5
11743105,5,3
11743114,5,3
11743121,4,1
11743138,5,1
11743139,5,4
11743143,5,2
11743148,5,2
11743165,5,5
11743173,4,2
11743187,4,1
11743211,5,4
11743230,5,1
11743231,5,1
11743233,5,1
11743236,6,1
11743244,3,1
11743271,6,6
11743292,5,2
11743337,5,4
11743344,5,4
11743350,5,7
11743351,4,6
11743367,7,5
11743379,4,4
11743389,5,6
11743401,5,2
11743402,5,7
11743423,5,5
11743434,5,4
11743438,5,1
11743452,3,4
11743453,5,4
11743473,5,6
11743475,4,1
11743517,6,4
11743518,4,3
11743817,7,2
11743878,5,1
11743883,5,1
11743907,5,4
11743936,4,2
11743939,6,6
11743942,5,4
11743943,5,5
11743945,6,5
11743967,6,1
11743973,5,2
11743987,4,2
11743996,5,9
11744003,6,1
11744005,5,2
11744012,5,2
11744018,5,2
11744033,5,4
11744046,6,3
11744068,5,6
11744072,5,4
11744094,4,4
11744111,4,6
11744112,4,1
11744122,7,6
11744126,6,3
11744144,5,6
11744172,5,2
11744177,4,1
11744178,6,6
11744179,5,4
11744181,5,1
11744185,4,3
11744197,4,1
11744202,3,1
11744225,6,1
11744236,6,4
11744263,5,1
11744271,5,2
11744277,4,3
11744307,5,2
11744326,3,1
11744336,5,2
11744353,5,2
11744358,7,2
11744361,4,2
11744365,5,1
11744369,4,2
11744376,7,2
11744378,5,4
11744385,4,1
11744395,4,1
11744402,5,5
11744423,4,5
11744424,5,3
11744431,5,1
11744737,5,5
11744752,5,6
11744762,5,2
11744764,5,2
11744769,4,4
11744813,4,1
11744814,5,2
11744870,4,4
11744874,5,9
11744885,6,11
11744909,4,2
11744926,5,1
11744934,4,1
11744969,4,2
11744975,4,4
11744981,5,5
11744984,4,1
11744995,4,1
11744999,5,9
11745037,5,2
11745042,4,2
11745053,7,10
11745054,6,2
11745088,4,1
11745142,5,5
11745162,5,1
11745165,5,1
11745246,5,3
11745259,6,3
11747569,6,4
11747578,5,2
11747623,4,2
11747649,5,3
11747661,5,4
11747662,6,3
11747665,5,3
11747666,5,2
11747668,7,9
11747684,4,2
11747685,6,2
11747692,4,3
11747694,5,3
11747738,4,3
11747743,4,2
11747765,4,3
11747769,5,6
11747774,5,2
11747792,5,3
11747796,7,4
11747815,5,1
11747816,6,1
11747834,5,2
11747841,4,2
11747856,4,3
11747863,5,1
11747865,5,6
11747868,6,6
11747869,5,3
11747877,6,4
11747884,6,4
11747890,5,5
11747898,4,2
11747930,4,3
11747931,4,3
11747934,4,1
11747937,5,1
11747938,5,1
11747945,5,1
11747963,4,3
11747993,4,1
11748006,5,1
11748050,7,2
11748052,4,1
11748369,5,5
11748417,4,1
11748441,5,1
11748449,6,4
11748451,5,5
11748480,5,2
11748481,5,1
11748486,7,2
11748488,6,1
11748538,4,3
11748539,6,4
11748543,5,1
11748554,5,3
11748604,5,2
11748605,5,4
11748606,6,3
11748703,4,1
11748713,5,4
11748725,5,6
11748735,6,4
11748740,4,2
11748742,5,1
11748746,4,4
11748758,7,11
11748760,6,1
11748770,6,4
11748796,3,1
11748872,5,4
11748895,5,3
11748994,6,10
11748998,6,3
11749015,6,11
11749020,5,4
11749025,5,3
11749031,6,8
11749223,4,2
11749244,5,3
11749249,5,4
11749256,5,1
11749285,4,4
11749289,6,4
11749308,5,3
11749310,5,3
11749315,5,6
11749320,4,3
11749327,5,3
11749351,4,4
11749369,5,4
11749402,6,4
11749421,5,1
11749431,5,8
11749433,4,1
11749441,6,6
11749450,4,2
11749452,5,5
11749457,5,2
11749482,5,2
11749492,4,1
11749511,5,1
11749530,6,2
11749541,5,3
11749548,5,1
11749555,5,6
11749560,6,4
11749577,6,2
11749595,6,3
11749596,5,3
11749612,7,6
11749613,4,2
11749617,5,2
11749619,5,5
11749631,5,1
11749642,5,1
11749664,4,3
11749666,5,1
11749725,5,2
11749727,5,2
11749737,4,1
11749738,5,4
11749767,5,5
11750100,6,17
11750105,5,3
11750155,7,4
11750163,6,1
11750174,3,2
11750189,5,1
11750214,4,3
11750236,3,5
11750251,5,1
11750275,5,2
11750318,7,4
11750320,5,5
11750345,4,3
11750354,4,3
11750358,4,2
11750359,5,2
11750363,5,3
11750371,4,3
11750376,6,4
11750422,6,1
11750439,6,2
11750441,5,1
11750444,5,3
11750446,5,1
11750450,6,2
11750493,4,4
11750494,5,1
11750501,4,1
11750512,5,2
11750527,5,9
11750537,5,1
11750538,7,2
11750556,6,4
11750562,5,3
11750567,6,2
11750574,5,1
11750580,6,4
11750606,4,4
11750632,6,1
11750651,5,2
11750654,5,2
11750660,5,3
11750681,4,1
11750846,5,1
11750863,5,1
11750904,4,2
11750928,6,4
11751039,5,2
11751042,4,4
11751060,5,3
11751066,4,1
11751085,4,4
11751099,4,1
11751110,4,1
11751116,4,4
11751123,5,1
11751140,3,2
11751142,5,1
11751161,6,3
11751176,5,1
11751221,3,2
11751232,5,1
11751265,6,2
11751270,5,5
11751279,4,2
11751306,5,1
11751311,5,3
11751326,5,1
11751427,6,4
11751457,5,2
11751494,5,3
11751548,6,1
11752283,5,2
11752306,6,2
11752307,6,3
11752309,5,1
11752311,5,1
11752320,5,1
11752322,6,3
11752356,4,2
11752367,5,3
11752368,5,1
11752393,5,3
11752401,4,1
11752408,4,1
11752413,5,3
11752415,6,2
11752435,5,5
11752443,5,5
11752515,5,6
11752518,6,3
11752528,6,2
11752581,4,1
11752587,4,1
11752591,5,4
11752595,5,2
11752616,4,1
11752676,5,1
11752742,4,2
11752757,4,2
11752761,5,2
11752765,7,1
11752790,4,4
11752800,4,5
11752816,5,4
11752823,4,1
11752840,4,4
11752868,4,6
11752891,5,3
11752898,4,3
11752927,5,3
11752935,5,3
11752949,4,4
11752965,4,4
11753180,5,3
11753196,5,5
11753201,4,1
11753206,5,1
11753207,5,3
11753214,5,5
11753231,4,3
11753236,5,13
11753247,5,3
11753272,6,4
11753292,5,2
11753297,5,3
11753305,6,1
11753342,5,3
11753346,5,1
11753348,6,2
11753371,7,4
11753376,5,1
11753377,5,6
11753394,5,4
11753395,5,2
11753464,4,1
11753514,4,1
11753517,5,6
11753520,5,6
11753543,5,1
11753550,5,1
11753551,5,1
11753578,6,6
11753585,7,4
11753586,4,3
11753602,6,1
11753604,5,4
11753629,5,2
11753640,4,1
11753650,7,25
11753655,5,2
11753664,3,3
11753668,5,2
11753670,5,18
11753672,6,4
11753702,4,2
11753712,4,4
11753714,5,2
11753717,6,1
11753722,6,4
11753960,5,2
11753962,4,4
11753980,7,1
11753997,7,3
11754051,3,1
11754057,4,2
11754118,5,3
11754119,5,2
11754191,5,1
11754204,5,3
11754213,3,1
11754220,4,2
11754240,5,4
11754256,5,2
11754262,4,2
11754312,5,5
11754314,5,2
11754315,5,1
11754323,7,2
11754416,4,2
11754434,5,7
11754462,5,12
11754486,5,1
11754491,5,1
11754495,5,6
11754503,4,2
11754511,5,4
11754597,5,6
11754857,4,4
11754876,5,2
11754959,5,2
11755011,5,1
11755013,5,3
11755029,5,2
11755030,5,1
11755057,6,4
11755085,7,2
11755089,5,4
11755098,4,3
11755106,6,2
11755110,5,2
11755122,5,3
11755126,5,6
11755128,6,2
11755135,4,2
11755137,5,1
11755154,5,1
11755168,5,1
11755171,6,1
11755195,4,5
11755204,5,1
11755227,5,1
11755315,5,3
11755316,5,2
11755327,4,1
11755336,6,20
11755355,5,3
11755389,5,3
11755437,5,4
11755463,4,1
11755505,4,1
11755556,5,1
11755559,5,3
11755563,5,3
11755843,5,4
11755941,5,2
11755944,5,1
11756019,6,3
11756033,4,3
11756036,4,3
11756038,6,4
11756040,6,13
11756064,6,1
11756078,5,2
11756093,5,1
11756095,5,2
11756111,5,3
11756118,4,1
11756133,5,2
11756179,5,4
11756220,6,3
11756225,5,2
11756230,6,5
11756240,4,3
11756270,4,2
11756281,5,7
11756290,5,3
11756355,5,1
11756376,5,4
11757126,5,4
11757127,6,3
11757141,5,3
11757142,4,2
11757199,6,2
11757200,4,2
11757206,5,1
11757225,4,4
11757233,6,8
11757244,4,5
11757245,4,3
11757248,5,2
11757251,5,3
11757297,5,1
11757299,4,1
11757329,6,5
11757337,4,2
11757349,4,1
11757358,4,1
11757376,6,3
11757386,5,4
11757388,5,1
11757399,5,5
11757416,5,1
11757424,4,2
11757450,6,4
11757451,5,1
11757453,5,3
11757496,5,1
11757512,5,5
11757521,6,1
11757523,6,4
11757526,5,4
11757535,6,4
11757551,5,3
11757553,5,4
11757556,7,15
11757557,6,18
11757571,3,1
11757575,5,6
11757582,5,1
11757622,5,3
11757636,5,2
11757649,4,1
11757659,5,4
11757661,5,5
11757665,5,4
11757669,4,3
11757684,4,4
11757686,5,4
11757695,5,2
11757910,5,1
11757912,5,4
11757913,5,2
11757925,5,7
11757958,3,1
11757985,6,7
11757992,6,3
11757995,5,1
11758008,5,1
11758009,5,3
11758029,5,8
11758047,5,3
11758052,5,1
11758075,5,3
11758084,5,2
11758086,4,2
11758087,4,3
11758092,5,1
11758093,4,1
11758104,5,1
11758106,4,4
11758110,4,4
11758119,5,3
11758122,5,1
11758125,5,5
11758129,5,2
11758186,5,1
11758243,6,3
11758263,4,1
11758267,6,1
11758284,5,3
11758292,4,2
11758307,5,1
11758313,4,1
11758316,6,1
11758322,6,1
11758323,6,1
11758346,5,2
11758362,5,2
11758398,5,7
11758406,6,11
11758418,5,3
11758428,4,3
11758431,5,2
11758438,5,3
11758440,5,2
11758453,6,2
11758454,3,1
11758463,5,5
11758469,6,5
11758474,5,3
11758475,5,14
11758665,5,5
11758689,7,3
11758707,4,4
11758715,6,4
11758814,4,1
11758838,5,2
11758888,5,1
11758913,4,2
11758935,4,3
11758945,4,1
11758952,5,3
11758953,4,1
11758954,6,1
11758975,5,3
11758983,6,2
11758999,5,1
11759002,5,4
11759006,5,1
11759008,6,10
11759009,6,4
11759015,3,6
11759025,5,14
11759027,6,17
11759044,5,4
11759060,5,1
11759065,5,2
11759070,4,1
11759072,5,4
11759075,5,4
11759091,4,4
11759096,4,3
11759104,5,1
11759107,4,2
11759109,5,3
11759132,7,10
11759133,6,3
11759171,6,1
11759203,5,3
11759211,5,6
11759221,6,14
11759757,6,5
11759758,6,1
11759759,6,1
11759774,3,1
11759785,3,1
11759808,4,2
11759809,5,2
11759810,5,2
11759821,6,11
11759838,5,3
11759843,4,4
11759859,5,5
11759862,5,1
11759874,4,1
11759895,6,3
11759899,5,1
11759905,5,1
11759921,4,1
11759954,7,1
11759968,5,4
11759971,5,2
11759972,5,3
11759975,5,5
11759980,4,2
11759986,5,2
11760023,5,2
11760026,7,6
11760029,5,2
11760033,4,6
11760037,5,1
11760051,5,5
11760053,6,5
11760076,5,1
11760098,6,1
11760100,5,1
11760103,6,1
11760119,5,2
11760140,5,6
11760151,6,6
11760162,5,5
11760163,4,1
11760173,4,1
11760174,5,2
11760175,5,8
11760187,4,3
11760189,5,7
11760190,5,1
11760194,4,2
11760211,5,2
11760222,7,5
11760234,6,8
11760251,6,2
11760256,7,8
11760261,5,1
11760282,6,2
11760310,5,3
11760342,5,5
11760345,5,2
11760497,4,1
11760515,4,3
11760539,5,1
11760542,6,4
11760549,3,7
11760550,5,3
11760556,5,5
11760567,5,3
11760573,5,3
11760578,7,1
11760587,5,4
11760616,6,25
11760621,7,4
11760628,3,3
11760753,5,1
11760787,5,2
11760793,4,4
11760826,5,1
11760881,5,4
11760884,6,2
11760901,6,3
11760942,5,3
11760993,7,1
11761037,5,2
11761767,5,1
11761771,5,1
11761775,5,1
11761782,5,2
11761787,4,7
11761795,4,3
11761807,5,7
11761855,4,1
11761865,4,2
11761912,5,4
11761918,4,3
11761942,6,6
11761953,5,3
11762063,5,5
11762074,5,3
11762080,5,2
11762083,4,4
11762097,5,3
11762103,5,4
11762107,5,1
11762115,5,3
11762117,6,1
11762130,4,1
11762164,5,1
11762186,4,3
11762198,7,3
11762252,6,1
11762303,4,1
11762304,5,4
11762313,5,2
11762317,5,3
11762322,5,4
11762648,4,1
11762690,5,2
11762701,5,2
11762706,3,2
11762709,4,3
11762712,4,1
11762717,3,2
11762728,4,1
11762729,5,2
11762740,6,2
11762758,4,4
11762762,4,3
11762771,6,5
11762774,4,1
11762778,7,3
11762781,4,2
11762833,7,3
11762847,4,2
11762853,5,3
11762857,6,2
11762878,6,4
11762884,5,4
11762922,6,5
11762964,5,3
11762968,5,1
11762984,6,2
11762994,6,2
11762996,4,2
11763005,4,3
11763018,5,1
11763020,2,1
11763024,5,2
11763043,4,1
11763044,5,1
11763067,5,4
11763071,4,4
11763109,5,4
11763125,5,1
11763267,5,1
11763322,5,1
11763323,6,2
11763333,4,2
11763334,5,1
11763335,4,1
11763358,5,2
11763363,4,2
11763365,6,2
11763382,5,3
11763407,5,3
11763417,5,10
11763421,4,2
11763433,5,4
11763461,4,2
11763471,6,5
11763484,4,1
11763501,4,2
11763515,6,3
11763518,4,2
11763527,4,4
11763544,4,7
11763550,6,5
11763554,5,1
11763570,6,7
11763597,5,5
11763606,5,1
11763656,5,1
11763657,5,1
11763660,6,1
11763686,5,2
11763714,3,4
11763724,5,2
11763740,5,1
11763747,5,1
11763748,5,4
11763756,5,2
11763774,4,1
11764055,5,3
11764073,5,1
11764082,4,2
11764088,5,5
11764091,7,3
11764095,5,5
11764097,6,3
11764103,4,2
11764105,5,2
11764115,5,5
11764159,5,2
11764201,4,1
11764206,5,1
11764211,4,2
11764236,6,8
11764257,4,5
11764267,5,1
11764275,3,1
11764300,4,4
11764330,5,5
11764361,5,2
11764372,7,2
11764380,5,2
11764430,5,1
11764440,5,3
11764445,6,3
11764449,4,3
11764459,5,1
11764467,5,1
11764470,5,6
11764480,4,1
11764484,5,2
11764519,6,2
11764531,5,5
11764534,5,1
11764539,5,1
11764544,5,3
11764561,5,2
11764696,5,1
11764743,6,2
11764757,5,2
11764804,7,2
11764808,7,3
11764812,4,4
11764815,5,5
11764823,6,2
11764879,6,2
11764880,5,3
11764893,6,3
11764936,6,11
11765035,5,4
11765039,4,2
11765040,6,2
11765045,5,3
11765070,5,6
11765104,5,2
11765110,5,5
11765121,5,4
11765224,5,2
11765307,5,2
11765359,6,1
11765363,4,6
11765366,4,2
11765367,4,3
11765531,5,3
11765534,6,15
11765922,5,1
11765930,6,2
11765931,6,13
11765932,6,11
11765936,5,2
11765941,6,1
11765954,4,4
11765957,4,1
11765961,5,3
11765964,5,2
11766003,6,5
11766012,5,3
11766015,5,1
11766017,5,2
11766019,5,2
11766020,5,6
11766022,4,2
11766031,4,2
11766044,5,5
11766046,4,2
11766069,5,1
11766075,5,4
11766076,6,9
11766080,5,2
11766113,5,2
11766116,5,5
11766121,4,2
11766131,4,1
11766138,6,2
11766154,4,1
11766170,4,1
11766177,5,3
11766178,5,4
11766193,5,1
11766194,6,5
11766196,4,2
11766209,5,3
11766212,6,1
11766213,5,2
11766222,4,1
11766236,4,4
11766243,6,5
11766258,5,3
11766260,6,3
11766262,5,4
11766265,5,4
11766285,6,4
11766288,6,3
11766325,4,2
11766334,6,5
11766353,4,3
11766364,5,2
11766369,4,3
11766376,4,4
11766377,5,2
11766400,7,1
11766447,4,1
11766463,4,6
11766478,4,6
11766613,4,3
11766625,5,2
11766633,5,4
11766635,5,2
11766638,5,2
11766652,5,3
11766655,6,3
11766657,5,5
11766702,5,3
11766719,4,3
11766723,4,2
11766730,5,5
11766731,5,3
11766733,4,2
11766734,4,1
11766745,4,4
11766747,5,2
11766751,5,1
11766754,5,3
11766788,6,9
11766804,5,3
11766806,5,2
11766808,6,2
11766815,5,2
11766831,5,2
11766837,5,4
11766839,6,2
11766842,5,2
11766853,5,2
11766872,5,1
11766897,5,5
11766929,5,2
11766942,4,1
11766945,4,1
11766955,5,2
11766974,5,5
11766977,5,2
11766991,5,4
11766995,5,3
11766998,5,3
11767009,5,5
11767011,6,2
11767019,7,3
11767026,7,4
11767036,6,4
11767050,7,1
11767054,7,11
11767055,5,1
11767058,5,2
11767065,5,3
11767075,4,2
11767093,6,2
11767104,5,7
11767108,4,2
11767111,5,2
11767113,4,6
11767144,4,1
11767153,5,2
11767188,5,2
11767392,4,1
11767398,5,1
11767485,5,2
11767516,5,2
11767545,6,3
11767615,5,2
11767638,5,2
11767651,6,5
11767680,4,1
11767683,4,1
11767723,5,2
11767744,5,2
11767762,5,3
11767764,6,4
11767796,4,1
11767838,5,1
11767849,5,5
11767853,5,1
11767859,5,3
11767861,6,1
11767872,5,3
11767883,5,1
11767898,5,13
11767917,5,4
11768353,4,1
11768391,5,5
11768394,7,3
11768430,5,1
11768454,6,2
11768469,6,2
11768477,6,5
11768480,5,5
11768485,5,2
11768490,5,3
11768494,5,1
11768495,5,4
11768590,4,2
11768613,4,3
11768627,5,2
11768629,5,2
11768655,5,4
11768658,6,3
11768682,5,1
11768727,4,2
11768735,6,1
11768744,6,2
11768784,5,2
11768788,5,1
11768791,6,3
11768794,5,3
11768813,4,1
11768823,5,2
11768835,4,2
11768859,5,6
11768861,5,6
11768881,5,1
11768885,5,5
11769021,5,1
11769033,5,2
11769043,6,5
11769061,5,1
11769069,4,2
11769074,5,3
11769093,5,3
11769107,6,1
11769144,5,1
11769157,4,2
11769183,2,1
11769295,6,2
11769344,5,1
11769349,5,2
11769350,6,14
11769365,5,2
11769396,6,2
11769401,5,3
11769411,5,10
11769445,5,6
11769446,6,2
11769518,4,1
11771702,5,4
11771741,5,2
11771744,5,2
11771757,4,5
11771778,6,2
11771780,6,4
11771782,5,2
11771783,3,3
11771791,4,1
11771792,5,3
11771798,5,2
11771799,5,2
11771812,6,3
11771819,5,5
11771822,4,2
11771823,4,1
11771824,5,1
11771839,5,4
11771847,7,1
11771852,6,1
11771859,5,5
11771869,5,1
11771871,5,1
11771873,4,2
11771924,5,1
11771926,5,2
11771932,5,8
11771945,4,2
11771949,6,9
11771951,5,1
11771955,6,9
11771963,5,2
11771976,5,3
11772008,4,2
11772019,4,1
11772026,4,3
11772029,6,7
11772040,5,9
11772042,7,4
11772063,7,12
11772064,6,11
11772077,6,9
11772084,3,1
11772099,5,2
11772109,6,3
11772112,5,2
11772113,4,1
11772129,5,3
11772144,5,3
11772149,5,3
11772166,4,3
11772178,4,1
11772192,5,8
11772205,5,3
11772221,6,34
11772226,4,3
11772249,5,2
11772278,6,6
11772282,5,4
11772286,5,7
11772287,5,4
11772448,6,2
11772452,5,3
11772475,5,2
11772492,5,4
11772505,5,3
11772508,5,3
11772509,4,1
11772512,5,2
11772521,5,2
11772530,5,4
11772532,4,6
11772539,4,2
11772546,5,1
11772554,4,1
11772555,4,2
11772558,5,1
11772560,5,2
11772596,5,1
11772614,5,2
11772633,5,5
11772674,5,11
11772678,4,2
11772704,3,3
11772732,5,3
11772749,4,2
11772751,5,2
11772752,6,1
11772787,5,4
11772858,5,1
11772863,6,1
11772872,6,2
